number.of.species,genus,family,apweb.family,order,group
16,Libanotis,Apiaceae,Apiaceae,Apiales,Angiosperms
6,Lichtensteinia,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Ligusticopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
58,Ligusticum,Apiaceae,Apiaceae,Apiales,Angiosperms
9,Lilaeopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Limnosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Lipskya,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Lisaea,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Lithosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
87,Lomatium,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Lomatocarpa,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Lomatopodium,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Mackinlaya,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Magydaris,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Malabaila,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Mandenovia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Margotia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Marlothiella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Mediasia,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Meeboldia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Melanosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Melanoselinum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Meum,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Micropleura,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Molopospermum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Monizia,Apiaceae,Apiaceae,Apiales,Angiosperms
13,Mulinum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Museniopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Musineon,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Mutellina,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Myrrhidendron,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Myrrhis,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Myrrhoides,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Nanobubon,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Naufraga,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Neogoezia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Neonelsonia,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Neoparrya,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Neopaulia,Apiaceae,Apiaceae,Apiales,Angiosperms
18,Niphogeton,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Nothosmyrnium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Notiosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
12,Notobubon,Apiaceae,Apiaceae,Apiales,Angiosperms
6,Notopterygium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Ochotia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Oedibasis,Apiaceae,Apiaceae,Apiales,Angiosperms
28,Oenanthe,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Oligocladus,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Olymposciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Opopanax,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Oreocomopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Oreomyrrhis,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Oreonana,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Oreoschimperella,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Oreoxis,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Orlaya,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Ormosolenia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Orogenia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Oschatzia,Apiaceae,Apiaceae,Apiales,Angiosperms
15,Osmorhiza,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Ostericum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Ottoa,Apiaceae,Apiaceae,Apiales,Angiosperms
9,Oxypolis,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pachyctenium,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Pachypleurum,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Palimbia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Paraselinum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Parasilaus,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Pastinaca,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Paulia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pentapeltis,Apiaceae,Apiaceae,Apiales,Angiosperms
15,Perideridia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Perissocoeleum,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Petroselinum,Apiaceae,Apiaceae,Apiales,Angiosperms
114,Peucedanum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Phellolophium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Phellopterus,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Phlojodicarpus,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Phlyctidocarpa,Apiaceae,Apiaceae,Apiales,Angiosperms
9,Physospermopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Physospermum,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Physotrichia,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Pilopleura,Apiaceae,Apiaceae,Apiales,Angiosperms
106,Pimpinella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pinda,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Platysace,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pleiotaenia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pleurospermopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
41,Pleurospermum,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Podistera,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Polemannia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Polemanniopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Polytaenia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Portenschlagiella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Postiella,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Pozoa,Apiaceae,Apiaceae,Apiales,Angiosperms
19,Prangos,Apiaceae,Apiaceae,Apiales,Angiosperms
11,Prionosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Psammogeton,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pseudocannaboides,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Pseudocarum,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Pseudocymopterus,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pseudopteryxia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pseudoreoxis,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Pseudorlaya,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pseudoselinum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pseudotaenidia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pseudotrachydium,Apiaceae,Apiaceae,Apiales,Angiosperms
26,Pternopetalum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pterygopleurum,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Pteryxia,Apiaceae,Apiaceae,Apiales,Angiosperms
7,Ptilimnium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Ptychotis,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Pycnocycla,Apiaceae,Apiaceae,Apiales,Angiosperms
9,Rhodosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Rhysopterus,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Rhyticarpus,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Ridolfia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Rouya,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sajania,Apiaceae,Apiaceae,Apiales,Angiosperms
44,Sanicula,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Saposhnikovia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Scaligeria,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Scandia,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Scandix,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Schrenkia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Schtschurowskia,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Schulzia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sclerosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sclerotiaria,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Scrithacola,Apiaceae,Apiaceae,Apiales,Angiosperms
8,Selinum,Apiaceae,Apiaceae,Apiales,Angiosperms
8,Semenovia,Apiaceae,Apiaceae,Apiales,Angiosperms
77,Seseli,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Seselopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Shoshonea,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Silaum,Apiaceae,Apiaceae,Apiales,Angiosperms
9,Sinocarum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sinolimprichtia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sison,Apiaceae,Apiaceae,Apiales,Angiosperms
9,Sium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Smyrniopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Smyrnium,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Sonderina,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Soranthus,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Spananthe,Apiaceae,Apiaceae,Apiales,Angiosperms
6,Spermolepis,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Sphaenolobium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sphaerosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sphallerocarpus,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Sphenosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Stefanoffia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Steganotaenia,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Stenocoelium,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Stenosemis,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Stenotaenia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Stewartiella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Stoibrax,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Synelcosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Taenidia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Talassia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Tamamschjanella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Tana,Apiaceae,Apiaceae,Apiales,Angiosperms
26,Tauschia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Thamnosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
3,Thapsia,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Thaspium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Thorella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Thunbergiella,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Tiedemannia,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Tilingia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Tinguarra,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Todaroa,Apiaceae,Apiaceae,Apiales,Angiosperms
16,Tongoloa,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Tordyliopsis,Apiaceae,Apiaceae,Apiales,Angiosperms
6,Tordylium,Apiaceae,Apiaceae,Apiales,Angiosperms
8,Torilis,Apiaceae,Apiaceae,Apiales,Angiosperms
7,Trachydium,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Trachysciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
5,Trachyspermum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Trepocarpus,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Trigonosciadium,Apiaceae,Apiaceae,Apiales,Angiosperms
10,Trinia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Trochiscanthes,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Turgenia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Uraspermum,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Vanasushava,Apiaceae,Apiaceae,Apiales,Angiosperms
4,Vicatia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Vvedenskia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Xanthosia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Xatardia,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Yabea,Apiaceae,Apiaceae,Apiales,Angiosperms
6,Zizia,Apiaceae,Apiaceae,Apiales,Angiosperms
2,Zosima,Apiaceae,Apiaceae,Apiales,Angiosperms
1,Anakasia,Araliaceae,Araliaceae,Apiales,Angiosperms
74,Aralia,Araliaceae,Araliaceae,Apiales,Angiosperms
20,Astrotricha,Araliaceae,Araliaceae,Apiales,Angiosperms
48,Brassaiopsis,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Cephalaralia,Araliaceae,Araliaceae,Apiales,Angiosperms
6,Cheirodendron,Araliaceae,Araliaceae,Apiales,Angiosperms
2,Chengiopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
20,Cussonia,Araliaceae,Araliaceae,Apiales,Angiosperms
99,Dendropanax,Araliaceae,Araliaceae,Apiales,Angiosperms
2,Dizygotheca,Araliaceae,Araliaceae,Apiales,Angiosperms
37,Eleutherococcus,Araliaceae,Araliaceae,Apiales,Angiosperms
3,Fatsia,Araliaceae,Araliaceae,Apiales,Angiosperms
4,Gamblea,Araliaceae,Araliaceae,Apiales,Angiosperms
3,Harmsiopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
17,Hedera,Araliaceae,Araliaceae,Apiales,Angiosperms
8,Heteropanax,Araliaceae,Araliaceae,Apiales,Angiosperms
99,Hydrocotyle,Araliaceae,Araliaceae,Apiales,Angiosperms
2,Kalopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
17,Macropanax,Araliaceae,Araliaceae,Apiales,Angiosperms
3,Merrilliopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
28,Meryta,Araliaceae,Araliaceae,Apiales,Angiosperms
2,Metapanax,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Motherwellia,Araliaceae,Araliaceae,Apiales,Angiosperms
5,Neopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
3,Oplopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
152,Oreopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
60,Osmoxylon,Araliaceae,Araliaceae,Apiales,Angiosperms
12,Panax,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Pentapanax,Araliaceae,Araliaceae,Apiales,Angiosperms
176,Polyscias,Araliaceae,Araliaceae,Apiales,Angiosperms
7,Pseudopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
6,Raukaua,Araliaceae,Araliaceae,Apiales,Angiosperms
591,Schefflera,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Seemannaralia,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Sinopanax,Araliaceae,Araliaceae,Apiales,Angiosperms
3,Stilbocarpa,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Tetrapanax,Araliaceae,Araliaceae,Apiales,Angiosperms
3,Trachymene,Araliaceae,Araliaceae,Apiales,Angiosperms
11,Trevesia,Araliaceae,Araliaceae,Apiales,Angiosperms
1,Woodburnia,Araliaceae,Araliaceae,Apiales,Angiosperms
7,Delarbrea,Myodocarpaceae,Myodocarpaceae,Apiales,Angiosperms
8,Myodocarpus,Myodocarpaceae,Myodocarpaceae,Apiales,Angiosperms
6,Auranticarpa,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
1,Bentleya,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
24,Billardiera,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
7,Bursaria,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
10,Cheiranthera,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
5,Citriobatus,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
6,Marianthus,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
110,Pittosporum,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
1,Rhytidosporum,Pittosporaceae,Pittosporaceae,Apiales,Angiosperms
1,Aralidium,Torricelliaceae,Torricelliaceae,Apiales,Angiosperms
7,Melanophylla,Torricelliaceae,Torricelliaceae,Apiales,Angiosperms
475,Ilex,Aquifoliaceae,Aquifoliaceae,Aquifoliales,Angiosperms
4,Nemopanthus,Aquifoliaceae,Aquifoliaceae,Aquifoliales,Angiosperms
1,Prinos,Aquifoliaceae,Aquifoliaceae,Aquifoliales,Angiosperms
2,Cardiopteris,Cardiopteridaceae,Cardiopteridaceae,Aquifoliales,Angiosperms
22,Citronella,Cardiopteridaceae,Cardiopteridaceae,Aquifoliales,Angiosperms
3,Dendrobangia,Cardiopteridaceae,Cardiopteridaceae,Aquifoliales,Angiosperms
11,Gonocaryum,Cardiopteridaceae,Cardiopteridaceae,Aquifoliales,Angiosperms
6,Leptaulus,Cardiopteridaceae,Cardiopteridaceae,Aquifoliales,Angiosperms
2,Pseudobotrys,Cardiopteridaceae,Cardiopteridaceae,Aquifoliales,Angiosperms
4,Helwingia,Helwingiaceae,Helwingiaceae,Aquifoliales,Angiosperms
5,Phyllonoma,Phyllonomaceae,Phyllonomaceae,Aquifoliales,Angiosperms
1,Cantleya,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
2,Codiocarpus,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
2,Discophora,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
2,Gastrolepis,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
37,Gomphandra,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
2,Grisollea,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
1,Hartleya,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
1,Irvingbaileya,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
1,Lasianthera,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
8,Medusanthera,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
13,Stemonurus,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
1,Whitmorea,Stemonuraceae,Stemonuraceae,Aquifoliales,Angiosperms
3,Acanthophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Acoelorrhaphe,Arecaceae,Arecaceae,Arecales,Angiosperms
8,Acrocomia,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Actinokentia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Actinorhytis,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Adonidia,Arecaceae,Arecaceae,Arecales,Angiosperms
28,Aiphanes,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Allagoptera,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Ammandra,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Aphandra,Arecaceae,Arecaceae,Arecales,Angiosperms
6,Archontophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
45,Areca,Arecaceae,Arecaceae,Arecales,Angiosperms
25,Arenga,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Asterogyne,Arecaceae,Arecaceae,Arecales,Angiosperms
38,Astrocaryum,Arecaceae,Arecaceae,Arecales,Angiosperms
68,Attalea,Arecaceae,Arecaceae,Arecales,Angiosperms
78,Bactris,Arecaceae,Arecaceae,Arecales,Angiosperms
9,Balaka,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Barcella,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Barkerwebbia,Arecaceae,Arecaceae,Arecales,Angiosperms
14,Basselinia,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Beccariophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Bentinckia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Bismarckia,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Borassodendron,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Borassus,Arecaceae,Arecaceae,Arecales,Angiosperms
11,Brahea,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Brassiophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Burretiokentia,Arecaceae,Arecaceae,Arecales,Angiosperms
20,Butia,Arecaceae,Arecaceae,Arecales,Angiosperms
380,Calamus,Arecaceae,Arecaceae,Arecales,Angiosperms
26,Calyptrocalyx,Arecaceae,Arecaceae,Arecales,Angiosperms
18,Calyptrogyne,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Calyptronoma,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Carpentaria,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Carpoxylon,Arecaceae,Arecaceae,Arecales,Angiosperms
14,Caryota,Arecaceae,Arecaceae,Arecales,Angiosperms
6,Ceratolobus,Arecaceae,Arecaceae,Arecales,Angiosperms
12,Ceroxylon,Arecaceae,Arecaceae,Arecales,Angiosperms
107,Chamaedorea,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Chamaerops,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Chambeyronia,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Chelyocarpus,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Chuniophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Clinosperma,Arecaceae,Arecaceae,Arecales,Angiosperms
11,Clinostigma,Arecaceae,Arecaceae,Arecales,Angiosperms
53,Coccothrinax,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Cocos,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Colpothrinax,Arecaceae,Arecaceae,Arecales,Angiosperms
22,Copernicia,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Corypha,Arecaceae,Arecaceae,Arecales,Angiosperms
10,Cryosophila,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Cyphokentia,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Cyphophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Cyphosperma,Arecaceae,Arecaceae,Arecales,Angiosperms
7,Cyrtostachys,Arecaceae,Arecaceae,Arecales,Angiosperms
107,Daemonorops,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Deckenia,Arecaceae,Arecaceae,Arecales,Angiosperms
11,Desmoncus,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Dictyocaryum,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Dictyosperma,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Dransfieldia,Arecaceae,Arecaceae,Arecales,Angiosperms
7,Drymophloeus,Arecaceae,Arecaceae,Arecales,Angiosperms
162,Dypsis,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Elaeis,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Eleiodoxa,Arecaceae,Arecaceae,Arecales,Angiosperms
11,Eremospatha,Arecaceae,Arecaceae,Arecales,Angiosperms
6,Eugeissona,Arecaceae,Arecaceae,Arecales,Angiosperms
7,Euterpe,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Gaussia,Arecaceae,Arecaceae,Arecales,Angiosperms
69,Geonoma,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Guihaia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Hedyscepe,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Hemithrinax,Arecaceae,Arecaceae,Arecales,Angiosperms
39,Heterospathe,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Howea,Arecaceae,Arecaceae,Arecales,Angiosperms
48,Hydriastele,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Hyophorbe,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Hyospathe,Arecaceae,Arecaceae,Arecales,Angiosperms
8,Hyphaene,Arecaceae,Arecaceae,Arecales,Angiosperms
32,Iguanura,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Iriartea,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Iriartella,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Itaya,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Johannesteijsmannia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Juania,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Jubaea,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Jubaeopsis,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Kentiopsis,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Kerriodoxa,Arecaceae,Arecaceae,Arecales,Angiosperms
27,Korthalsia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Laccospadix,Arecaceae,Arecaceae,Arecales,Angiosperms
6,Laccosperma,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Latania,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Lemurophoenix,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Leopoldinia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Lepidocaryum,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Lepidorrhachis,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Leucothrinax,Arecaceae,Arecaceae,Arecales,Angiosperms
153,Licuala,Arecaceae,Arecaceae,Arecales,Angiosperms
7,Linospadix,Arecaceae,Arecaceae,Arecales,Angiosperms
28,Livistona,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Lodoicea,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Loxococcus,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Lytocaryum,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Manicaria,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Marojejya,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Masoala,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Mauritia,Arecaceae,Arecaceae,Arecales,Angiosperms
4,Mauritiella,Arecaceae,Arecaceae,Arecales,Angiosperms
3,Maxburretia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Medemia,Arecaceae,Arecaceae,Arecales,Angiosperms
7,Metroxylon,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Myrialepis,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Nannorrhops,Arecaceae,Arecaceae,Arecales,Angiosperms
5,Nenga,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Neonicholsonia,Arecaceae,Arecaceae,Arecales,Angiosperms
2,Neoveitchia,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Nephrosperma,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Normanbya,Arecaceae,Arecaceae,Arecales,Angiosperms
1,Nypa,Arecaceae,Arecaceae,Arecales,Angiosperms
